挨	0.000 
挨	0.111 
挨	0.167 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.125 
挨	0.000 
挨	0.000 
挨	0.200 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.077 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
挨	0.000 
爱	0.333 
爱	0.000 
爱	0.200 
爱	0.100 
爱	0.000 
爱	0.333 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.143 
爱	0.000 
爱	0.000 
爱	0.250 
爱	0.250 
爱	0.000 
爱	0.125 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.182 
爱	0.000 
爱	0.000 
爱	0.100 
爱	0.167 
爱	0.000 
爱	0.000 
爱	0.000 
爱	0.067 
爱	0.167 
爱	0.000 
爱护	0.000 
爱护	0.143 
爱护	0.167 
爱护	0.000 
爱护	0.167 
爱护	0.077 
爱护	0.050 
爱护	0.000 
爱护	0.000 
爱护	0.000 
爱护	0.000 
爱护	0.000 
爱护	0.083 
爱护	0.000 
安	0.000 
安	0.143 
安	0.000 
安	0.000 
安	0.067 
安	0.000 
安	0.100 
安	0.000 
安	0.000 
安	0.091 
安	0.000 
安	0.167 
安	0.000 
安	0.000 
安	0.000 
安	0.333 
安	0.000 
安	0.000 
安	0.091 
安	0.000 
安	0.000 
安	0.250 
安	0.000 
安	0.000 
安	0.125 
安	0.000 
安	0.000 
爱好	0.000 
爱好	0.000 
爱好	0.000 
爱好	0.167 
爱好	0.000 
爱好	0.000 
爱好	0.000 
爱好	0.000 
爱好	0.000 
安定	0.000 
安定	0.000 
安定	0.000 
安定	0.000 
安定	0.000 
安定	0.067 
安定	0.040 
安定	0.000 
安静	0.000 
安静	0.333 
安静	0.000 
安静	0.000 
安静	0.000 
安静	0.100 
安静	0.000 
安静	0.125 
安排	0.111 
安排	0.067 
安排	0.111 
安排	0.000 
安排	0.167 
安排	0.000 
安排	0.182 
安排	0.000 
安排	0.000 
安排	0.000 
安排	0.091 
安排	0.000 
安排	0.000 
安排	0.000 
安排	0.000 
安排	0.000 
安排	0.091 
安排	0.000 
安排	0.000 
安排	0.100 
安排	0.167 
安排	0.000 
安排	0.125 
安排	0.333 
安排	0.091 
安慰	0.125 
安慰	0.000 
安慰	0.000 
安慰	0.000 
安慰	0.000 
安慰	0.000 
安慰	0.000 
安慰	0.100 
安慰	0.111 
安慰	0.000 
安装	0.000 
安装	0.000 
安装	0.100 
安装	0.000 
安装	0.083 
安装	0.000 
安装	0.125 
安装	0.167 
安装	0.000 
安装	0.000 
按	0.375 
按	0.000 
按	0.000 
按	0.000 
按	0.042 
按	0.250 
按	0.125 
按	0.250 
按	0.000 
按	0.125 
按	0.143 
按	0.000 
按	0.083 
按	0.200 
按	0.000 
按	0.000 
按	0.222 
按	0.000 
按	0.125 
按	0.250 
按	0.000 
巴不得	0.000 
巴不得	0.000 
扒	0.000 
扒	0.100 
扒	0.077 
扒	0.125 
扒	0.077 
扒	0.000 
扒	0.000 
扒	0.091 
扒	0.000 
扒	0.100 
扒	0.000 
扒	0.000 
扒	0.091 
扒	0.111 
扒	0.000 
扒	0.200 
扒	0.000 
扒	0.250 
扒	0.000 
扒	0.000 
扒	0.083 
扒	0.056 
扒	0.125 
扒	0.182 
扒	0.200 
扒	0.000 
扒	0.500 
扒	0.053 
拔	0.000 
拔	0.200 
拔	0.091 
拔	0.000 
拔	0.167 
拔	0.111 
拔	0.077 
拔	0.000 
拔	0.100 
拔	0.000 
拔	0.143 
拔	0.250 
拔	0.125 
拔	0.143 
拔	0.333 
拔	0.143 
拔	0.200 
拔	0.125 
拔	0.000 
拔	0.250 
拔	0.000 
把握	0.077 
把握	0.071 
把握	0.000 
把握	0.000 
把握	0.071 
把握	0.000 
把握	0.000 
把握	0.000 
把握	0.059 
把握	0.077 
把握	0.125 
把握	0.000 
罢了	0.000 
罢了	0.000 
罢了	0.000 
摆	0.000 
摆	0.111 
摆	0.182 
摆	0.000 
摆	0.100 
摆	0.000 
摆	0.000 
摆	0.000 
摆	0.143 
摆	0.125 
摆	0.000 
摆	0.077 
摆	0.154 
摆	0.000 
摆	0.067 
摆	0.100 
摆	0.167 
摆	0.077 
摆	0.111 
摆	0.077 
摆	0.000 
摆	0.000 
摆	0.000 
摆	0.000 
摆	0.222 
摆	0.000 
摆	0.000 
摆	0.000 
摆	0.000 
摆	0.091 
摆	0.200 
摆	0.000 
摆	0.125 
摆	0.000 
摆	0.200 
摆脱	0.125 
摆脱	0.000 
摆脱	0.000 
摆脱	0.000 
摆脱	0.133 
摆脱	0.231 
摆脱	0.182 
摆脱	0.000 
败	0.143 
败	0.200 
败	0.000 
败	0.000 
败	0.143 
败	0.100 
败	0.143 
败	0.133 
败	0.071 
败	0.000 
败	0.000 
败	0.000 
败	0.100 
败	0.091 
败	0.000 
败	0.111 
拜访	0.100 
拜访	0.000 
拜访	0.000 
拜访	0.000 
拜访	0.000 
拜访	0.000 
拜访	0.000 
拜访	0.000 
搬	0.000 
搬	0.000 
搬	0.000 
搬	0.000 
搬	0.200 
搬	0.250 
搬	0.100 
搬	0.000 
搬	0.000 
搬	0.143 
搬	0.000 
搬	0.000 
搬	0.000 
搬	0.000 
搬	0.000 
搬	0.077 
办	0.000 
办	0.000 
办	0.083 
办	0.111 
办	0.000 
办	0.000 
办	0.000 
办	0.111 
办	0.000 
办	0.300 
办	0.000 
办	0.100 
办	0.000 
办	0.167 
办	0.000 
办	0.000 
办	0.000 
办	0.000 
办	0.000 
办	0.125 
办	0.000 
办	0.000 
办	0.091 
办	0.125 
办	0.000 
帮	0.000 
帮	0.000 
帮	0.200 
帮	0.000 
帮	0.000 
帮	0.000 
帮	0.000 
帮	0.000 
帮	0.000 
帮	0.000 
帮	0.000 
帮	0.000 
帮助	0.000 
帮助	0.000 
帮助	0.000 
帮助	0.000 
帮助	0.100 
帮助	0.000 
帮助	0.000 
帮助	0.000 
绑	0.000 
绑	0.167 
绑	0.000 
绑	0.000 
绑	0.000 
绑	0.125 
绑	0.111 
绑	0.000 
绑	0.125 
包	0.000 
包	0.000 
包	0.091 
包	0.000 
包	0.100 
包	0.000 
包	0.100 
包	0.050 
包	0.000 
包	0.000 
包	0.000 
包	0.000 
包	0.000 
包	0.100 
包	0.091 
包	0.000 
包	0.000 
包	0.000 
包	0.143 
包	0.000 
包	0.000 
包	0.000 
包	0.100 
